;previous_5_turn;question;next_5_turn
276;"

oui mais maintenant tout le monde est révolté qu'est-ce que vous voulez ben
ils n'arrivent plus à  
ça les surpasse
lorsqu'il aurait commencé y a cinq six ans

euh à  supprimer différentes choses ou 
à  faire modifier ça aurait été cent fois mieux que d'attendre là  alors là  que tout leur tombe ils savent plus oà¹ donner la tète

effectivement

est-ce que vous trouvez qu'on fait assez pour orienter ?

mais elle ça va elle s'en est aperçue assez tôt que le que c'était trop dur pharmacienne
bon qu'elle y arri- arriverait pas

mais y en a d'autres pour euh qui veulent s'entèter eh bien c'est un handicap


hm hm


alors euh 

elle elle dit que il y a des choses euh vraiment

qu'en cours de 
d'études on s'aperçoit on a fait deux ans on s'aperçoit que ça va pas aller
alors c'est fini faut s'arrèter là  avec les nouveaux principes
on a faut reprendre à  nouveau une autre branche et ça dépend suivant l'à¢ge et tout
alors elle bon elle a vingt-trois ans

bah vous savez je suppose que

";euh est-ce que vous avez des opinions quant au latin ?;"

non parce que c'est une langue universelle et je n- je la crois 
je la crois bonne

oui

mais alors euh la commencer toute petite euh à  la classe

ah bon ?

ah oui moi je trouve parce que voyez-vous moi j'ai des neveux et des nièces


eh bien à  sept ans huit ans bon alors elles ont commencé l'une à  faire de l'anglais
l'autre elle a fait de l'espagnol l'autre elle a fait de l'allemand l'autre elle a fait bon
alors 

elles prétendaient que si elles avaient fait le latin
parce que quand elles arrivent au moment de l'examen on leur demandait
toujours le latin
"
277;"
mais alors euh la commencer toute petite euh à  la classe

oui


non parce que c'est une langue universelle et je n- je la crois 
je la crois bonne


oui

euh est-ce que vous avez des opinions quant au latin ?


oui mais maintenant tout le monde est révolté qu'est-ce que vous voulez ben
ils n'arrivent plus à  
ça les surpasse
lorsqu'il aurait commencé y a cinq six ans

euh à  supprimer différentes choses ou 
à  faire modifier ça aurait été cent fois mieux que d'attendre là  alors là  que tout leur tombe ils savent plus oà¹ donner la tète
";ah bon ?;"
ah oui moi je trouve parce que voyez-vous moi j'ai des neveux et des nièces


eh bien à  sept ans huit ans bon alors elles ont commencé l'une à  faire de l'anglais
l'autre elle a fait de l'espagnol l'autre elle a fait de l'allemand l'autre elle a fait bon
alors 

elles prétendaient que si elles avaient fait le latin
parce que quand elles arrivent au moment de l'examen on leur demandait
toujours le latin

oui

alors elle dit alors elles s'y prenaient à  quatorze ans bon elles disaient bé tiens faudrait bien prendre le latin
alors elles prétendaient
que c'était un peu tard pour se reprendre

dans le latin
mais moi je crois le latin serait 

 valable
parce que ce je comprends pas ils le suppriment à  l'église m'enfin

ils disent tout en français

alors dans le fond aller à  l'étranger c'était bien le latin bon alors on tombait dans la
c'était je ne sais pas pourquoi


oui qu'est-ce que vous pensez de la réforme de la liturgie ?




bah là  c'est pareil c'est comme dans tout vous savez
faut s- faut vivre avec son temps y avait certainement une réforme à  faire

c'est un fait
qu'est-ce que vous voulez chacun dans son point de vue
dans ce sujet-là 
"
278;"
alors elle dit alors elles s'y prenaient à  quatorze ans bon elles disaient bé tiens faudrait bien prendre le latin
alors elles prétendaient
que c'était un peu tard pour se reprendre

dans le latin
mais moi je crois le latin serait 

 valable
parce que ce je comprends pas ils le suppriment à  l'église m'enfin

ils disent tout en français

alors dans le fond aller à  l'étranger c'était bien le latin bon alors on tombait dans la
c'était je ne sais pas pourquoi


oui

ah oui moi je trouve parce que voyez-vous moi j'ai des neveux et des nièces


eh bien à  sept ans huit ans bon alors elles ont commencé l'une à  faire de l'anglais
l'autre elle a fait de l'espagnol l'autre elle a fait de l'allemand l'autre elle a fait bon
alors 

elles prétendaient que si elles avaient fait le latin
parce que quand elles arrivent au moment de l'examen on leur demandait
toujours le latin

ah bon ?

mais alors euh la commencer toute petite euh à  la classe
";oui qu'est-ce que vous pensez de la réforme de la liturgie ?;"



bah là  c'est pareil c'est comme dans tout vous savez
faut s- faut vivre avec son temps y avait certainement une réforme à  faire

c'est un fait
qu'est-ce que vous voulez chacun dans son point de vue
dans ce sujet-là 

hm hm


mais

je trouve que nous les catholiques on fait beaucoup plus que les protestants ou que les on fait vraiment

bien des choses qu'eux ne font pas

pour arriver à  
ah oui j'ai vu en

à  se à  se joindre
"
279;"
ah oui dans le catholique beaucoup dans la religion catholique beaucoup beaucoup hein

on fait bien remarquez qu'y a des choses qui c'était invrai- c'est c'est normal

que met- par exemple voyez-vous la confession moi je trouve très très bien
les protestants de se confesser tous en commun

et puis je trouverais très très bien que le prètre cathol- que le prètre se marie

les protestants sont bien mariés c'est normal

ils sont comme tout le monde ces gens-là 

oh ça moi je trouve ça très bien


j'ai l'impression qu'il y a justement beaucoup de changements

à  se à  se joindre

pour arriver à  
ah oui j'ai vu en


mais

je trouve que nous les catholiques on fait beaucoup plus que les protestants ou que les on fait vraiment

bien des choses qu'eux ne font pas
";pour rendre les choses un peu plus flexible ?;"

bah oui parce que quand mème faut vivre avec son temps
c'est un fait

y a des choses naturellement qui qui nous choquent

voyez-vous bon on est à  la messe maintenant c'est
c'est sans arrèt c'est des chants c'est des 
c'est c'est parler c'est tout

c'est des lectures
oui

naturellement ç-

ça énerve y a des fois oà¹ on dit mince on n'est pas tranquille
mais enfin qu'est-ce que vous voulez ça
c'est comme tout faut faut bien s'y adapter

mais par contre ce que je suis ennemie c'est des messes yé-yé


ah bon ?

ah oui

"
280;"
naturellement ç-

ça énerve y a des fois oà¹ on dit mince on n'est pas tranquille
mais enfin qu'est-ce que vous voulez ça
c'est comme tout faut faut bien s'y adapter

mais par contre ce que je suis ennemie c'est des messes yé-yé


c'est des lectures
oui


bah oui parce que quand mème faut vivre avec son temps
c'est un fait

y a des choses naturellement qui qui nous choquent

voyez-vous bon on est à  la messe maintenant c'est
c'est sans arrèt c'est des chants c'est des 
c'est c'est parler c'est tout

alors vous seriez pour rendre euh 

pour rendre les choses un peu plus flexible ?

ah oui dans le catholique beaucoup dans la religion catholique beaucoup beaucoup hein

on fait bien remarquez qu'y a des choses qui c'était invrai- c'est c'est normal

que met- par exemple voyez-vous la confession moi je trouve très très bien
les protestants de se confesser tous en commun

et puis je trouverais très très bien que le prètre cathol- que le prètre se marie

les protestants sont bien mariés c'est normal

ils sont comme tout le monde ces gens-là 

oh ça moi je trouve ça très bien

";ah bon ?;"
ah oui


je savais pas qu'il y en avait

si

ah bon ah

moi j'en ai assisté à  une
"
281;"
moi j'en ai assisté à  une

ah bon ah

si

je savais pas qu'il y en avait

ah oui

";oui ?;"
oh je suis partie

ça m'a trop énervée
ah oui ?

et voyez-vous il y a quinze jours y en a encore eu une là  à  côté
quinze jours trois semaines
alors avec euh 
orchestre et tout ce que vous voudrez bien vous savez c'était


enfin comment est-ce qu'on est arrivé à  la faire ?

de quelle façon est-ce que c'était

enfin excusez le terme est-ce c'était monté ? 

comment est-ce qu'on l'a montée ?

oui voilà  moi j'ai trouvé que c'était vraiment

y avait plus de respect quoi
"
282;"
oh je suis partie

oui ?

moi j'en ai assisté à  une

ah bon ah

si
";ah oui ?;"
et voyez-vous il y a quinze jours y en a encore eu une là  à  côté
quinze jours trois semaines
alors avec euh 
orchestre et tout ce que vous voudrez bien vous savez c'était


enfin comment est-ce qu'on est arrivé à  la faire ?

de quelle façon est-ce que c'était

enfin excusez le terme est-ce c'était monté ? 

comment est-ce qu'on l'a montée ?

oui voilà  moi j'ai trouvé que c'était vraiment

y avait plus de respect quoi

j'ai trouvé voilà 
hm hm

les jeunes mème en riaient
"
283;"
et voyez-vous il y a quinze jours y en a encore eu une là  à  côté
quinze jours trois semaines
alors avec euh 
orchestre et tout ce que vous voudrez bien vous savez c'était


ça m'a trop énervée
ah oui ?

oh je suis partie

oui ?

moi j'en ai assisté à  une
";enfin comment est-ce qu'on est arrivé à  la faire ?;"
oui voilà  moi j'ai trouvé que c'était vraiment

y avait plus de respect quoi

j'ai trouvé voilà 
hm hm

les jeunes mème en riaient

ah bon ?

enfin en souriaient de
dans soi-mème
certains naturellement les JAC moi ou autres moi je vois ma nièce
j'ai une qui en fait partie des JAC tout ça bon bien

elles elles sont habituées
puis encore quand mème euh el-
elle trouve que il y a des fois c'est trop exagéré
"
284;"
et voyez-vous il y a quinze jours y en a encore eu une là  à  côté
quinze jours trois semaines
alors avec euh 
orchestre et tout ce que vous voudrez bien vous savez c'était


ça m'a trop énervée
ah oui ?

oh je suis partie

oui ?

moi j'en ai assisté à  une
";enfin excusez le terme est-ce c'était monté ? ;"
oui voilà  moi j'ai trouvé que c'était vraiment

y avait plus de respect quoi

j'ai trouvé voilà 
hm hm

les jeunes mème en riaient

ah bon ?

enfin en souriaient de
dans soi-mème
certains naturellement les JAC moi ou autres moi je vois ma nièce
j'ai une qui en fait partie des JAC tout ça bon bien

elles elles sont habituées
puis encore quand mème euh el-
elle trouve que il y a des fois c'est trop exagéré
"
285;"
et voyez-vous il y a quinze jours y en a encore eu une là  à  côté
quinze jours trois semaines
alors avec euh 
orchestre et tout ce que vous voudrez bien vous savez c'était


ça m'a trop énervée
ah oui ?

oh je suis partie

oui ?

moi j'en ai assisté à  une
";comment est-ce qu'on l'a montée ?;"
oui voilà  moi j'ai trouvé que c'était vraiment

y avait plus de respect quoi

j'ai trouvé voilà 
hm hm

les jeunes mème en riaient

ah bon ?

enfin en souriaient de
dans soi-mème
certains naturellement les JAC moi ou autres moi je vois ma nièce
j'ai une qui en fait partie des JAC tout ça bon bien

elles elles sont habituées
puis encore quand mème euh el-
elle trouve que il y a des fois c'est trop exagéré
"
286;"
les jeunes mème en riaient

j'ai trouvé voilà 
hm hm

oui voilà  moi j'ai trouvé que c'était vraiment

y avait plus de respect quoi

enfin comment est-ce qu'on est arrivé à  la faire ?

de quelle façon est-ce que c'était

enfin excusez le terme est-ce c'était monté ? 

comment est-ce qu'on l'a montée ?

et voyez-vous il y a quinze jours y en a encore eu une là  à  côté
quinze jours trois semaines
alors avec euh 
orchestre et tout ce que vous voudrez bien vous savez c'était

";ah bon ?;"
enfin en souriaient de
dans soi-mème
certains naturellement les JAC moi ou autres moi je vois ma nièce
j'ai une qui en fait partie des JAC tout ça bon bien

elles elles sont habituées
puis encore quand mème euh el-
elle trouve que il y a des fois c'est trop exagéré

hm hm

oui


ça ça va un petit peu de défaire le 

la religion

parce que c'est quand mème assez radical

oui

"
287;"
oui


parce que c'est quand mème assez radical

ça ça va un petit peu de défaire le 

la religion

hm hm

oui


enfin en souriaient de
dans soi-mème
certains naturellement les JAC moi ou autres moi je vois ma nièce
j'ai une qui en fait partie des JAC tout ça bon bien

elles elles sont habituées
puis encore quand mème euh el-
elle trouve que il y a des fois c'est trop exagéré
";de la scolarité ? est-ce qu'il faudrait continuer;"
remarquez que je trouve euh c'est très bien je crois qu'ils avancent

j'ai une petite nièce je crois qu'ils avancent les entrées pour des pour les petits

bien les enfants sont tellement avancés
sont très d- ment

que c'est bien de les mettre en classe de bonne heure

parce que
oui

mais alors ce qui est embètant c'est que vous avez des gosses qui demandent à  travailler

et qui veulent pas ètre les bras croisés

ou qui veulent pas
oui

faire de la pà¢te à  modeler parce qu'on l'a déjà  fait à  la maison
ben on va à  l'école ben la demoiselle elle nous fait rien faire
"
288;"
oui


parce que c'est quand mème assez radical

ça ça va un petit peu de défaire le 

la religion

hm hm

oui


enfin en souriaient de
dans soi-mème
certains naturellement les JAC moi ou autres moi je vois ma nièce
j'ai une qui en fait partie des JAC tout ça bon bien

elles elles sont habituées
puis encore quand mème euh el-
elle trouve que il y a des fois c'est trop exagéré
";à  quel à¢ge ?;"
remarquez que je trouve euh c'est très bien je crois qu'ils avancent

j'ai une petite nièce je crois qu'ils avancent les entrées pour des pour les petits

bien les enfants sont tellement avancés
sont très d- ment

que c'est bien de les mettre en classe de bonne heure

parce que
oui

mais alors ce qui est embètant c'est que vous avez des gosses qui demandent à  travailler

et qui veulent pas ètre les bras croisés

ou qui veulent pas
oui

faire de la pà¢te à  modeler parce qu'on l'a déjà  fait à  la maison
ben on va à  l'école ben la demoiselle elle nous fait rien faire
"
289;"
ben moi je trouve que c'est 
bon et pendant qu'il avait des facilités on lui a montré bon après il a il a un handicap c'est question peut-ètre de santé ou c'est question

alors et non ben et il redouble c'est tout

surtout que maintenant les enfants sont propres de bonne heure
bah c'est une
je sais pas c'est c'est mème très bien parce que à  la maison y a toujours en train de plus ou moins

fort alors les enfants sont

à  droite et à  gauche
je trouve ça très bien


oui

ou l'en- bon un an après l'enfant il va dormir pendant une
 année il va rien faire

y a des moments
hm hm

bon

alors euh 
moi je trouve que faudrait pas s'occuper si l'enfant est éveillé bien

naturellement ça ça s'arrète
";est-ce que vous voyez des explications à  cela ?;"
oui d'accord je comprends bien

je vous dis moi j'ai une nièce je vous cache pas
elle a neuf ans
mais alors elle était exceptionnelle
formidable
eh bien elle est en pension ici à  Orléans
eh ben cette année elle est obligée de redoubler

ah bon ?

elle a vraiment
un point de fatigue et tout je sais que ses parents sont dans la chaussure et donc
ils ont un magasin de chaussures

et puis 
ce sont c'est des gens qui sortent assez

bon
et bien est-ce que la petite a pas assez de sommeil est-ce qu'elle a pas assez de repos je n'en sais rien
mais cette année ça va vraiment pas

alors ma nièce dit oh bah de toute façon
elle me dit tu sais comme faudra qu'elle redouble puisqu'à  tel à¢ge ils n'ont pas droit de faut avoir tel à¢ge pour ètre dans tel cours

alors
ah bon ?

elle dit
y a rien à  faire
elle dit je préfère qu'elle double cette année comme elle fait une bonne croissance
alors elle dit je la pousse pas je la laisse tranquille
"
