;previous_sentence;question
725;"
oui

";est-ce que vous avez habituellement sur vous quelque chose pour écrire ?
726;"
euh un bloc avec euh un stylo bic

ou un agenda

";est-ce que vous avez est-ce que vous possédez un stylo à plume ?
727;"
oui

";à la suite de quelle circonstance est-ce que vous avez possédé pour la première fois un stylo à plume ? 
728;"
onze ans

";à onze ans oui ce sont vos c'est vos parents qui vous l'ont offert ?
729;"
hier une lettre

";euh généralement ?
730;"
hier une lettre oui est-ce que vous avez besoin d'écrire
euh généralement ?
";moi personnellement ? 
731;"
oui 

";est-ce que vous préféreriez vous déplacer ou lui écrire une lettre ?
732;"
oh je crois que j'irais
";et pourquoi plutôt que d'écrire ?
733;"
oui
";est-ce qu'il est important selon vous d'avoir une belle écriture ?
734;"
oui

";très important ou important ou peu important ?
735;"
pas très important
";oui pourquoi ?
736;"
euh quand vous recevez une lettre et que vous voyez une écriture qui qui est jolie 
euh
et compréhensible surtout

c'est beaucoup plus agréable on a une meilleure impression sur la personne

";est-ce qu'il est important selon vous d'avoir de l'orthographe ?
737;"
oui c'est très important
";échelle ? 
738;"
c'est très important
c'est très important 
";oui pourquoi ?
739;"
oh ben

une une lettre que vous recevez une circulaire avec une faute d'orthographe qui vous saute aux yeux ça 

ça donne mauvaise impression je ne sais

";oui est-ce que vous seriez favorable à une réforme de l'orthographe ?
740;"
hm
";euh qui de vous ou de votre ami de votre mari écrit habituellement aux amis communs ?
741;"
oh c'est moi

";et à la si c'est la famille de votre mari ? 
742;"
oh c'est moi aussi
";et votre famille ?
743;"
c'est moi
";oui pourquoi ?
744;"

euh j'ai un mari qui aime pas tellement écrire il écrit à son bureau alors il trouve que ça suffit
qu'il a une femme secrétaire qui sait très bien 


";la la feuille d'impôts ?
745;"
mon mari
";et feuille de sécurité sociale et de maladie ?
746;"
euh l'un ou l'autre ça dépend ça c'est
";généralement ?
747;"
bien des choses pour les enfants voyez des visites médicales c'est toujours moi
";possède la meilleure orthographe ?
748;"
ah c'est moi

";et la plus belle écriture ? 
749;"
c'est mon mari

";et parle dans le meilleur français ?
750;"
ah je crois que c'est mon mari

";vous avez dit euh vous-même pour la plus belle écriture ?
751;"
euh ah non non c'est mon mari la plus belle écriture c'est pas moi
";oui et vous la meilleure orthographe ? 
752;"
oui oui moi l'orthographe et mon mari la meilleure écriture
";oui bon et écrit dans le meilleur français ?
753;"
oh c'est mon mari 

il écrit très bien
";et comment ça ?
754;"

comment ?
";vous possédez la meilleure orthographe mais lui la plus belle écriture ? 
755;"
je trouve que
";comment est-ce que vous trouvez que lui parle dans le meilleur français ?
756;"
hm hm
oui

";combien de lettres est-ce que vous écrivez en moyenne par mois ?
757;"

cinq ou six lettres moi

";et est-ce que vous conservez les lettres qu'on vous envoie ?
758;"

oh je les conserve jusqu'à temps que j'y aie répondu comme ça je les jette
";et jamais vous n'en gardez jamais ?
759;"
des choses de ce genre je garde mais après ça je les jette je les garde ça n'a qu'un temps

";combien en possédez-vous à ce moment de lettres conservées ?
760;"

de de mes enfants 

oh je dois en avoir une dizaine pas plus 

";euh quand vous écrivez à vos amis faites-vous un brouillon ? 
761;"
non 
il m'arrive de recommencer 

";quoi comment comment cela ?
762;"
bien je je commence une lettre enfin euh et puis ça va pas il y a une phrase qui va pas et puis alors je recommence 
";et faites-vous attention aux fautes d'orthographe ? 
763;"
oui

";euh est-ce que vous vous relisez ?
764;"
oui toujours 
";euh avec quel écrivez-vous lorsque vous écrivez avec quoi écrivez-vous vous m'excusez ?
765;"
un stylo plume là
";est-ce que vous utilisez un stylo à bille ? 
766;"
écrire des compte rendus

";un crayon ?
767;"
un crayon de papier non
";une machine à écrire ?
768;"
non j'en ai pas
";quel type de papier est-ce que vous utilisez ?
769;"
qu'est-ce que vous appelez des euh

";euh papier à carreaux papiers à lignes ?
770;"
blanc en général 

";qu'est-ce que vous pensez des gens qui utilisent du papier à carreaux ? 
771;"

j'ai toujours appris que ça ne se faisait pas d'écrire des lettres sur des papiers euh 

à carreaux
";ni à lignes ? 
772;"
oui
";oui quand vous devez écrire un mot d'excuse à l'école de votre enfant est-ce que vous faites un brouillon ?
773;"

vous faites attention 
";aux fautes d'orthographe ? 
774;"
une carte de visite
";ah une carte de visite ?
775;"
oui souvent une carte de visite dans ces cas-là

";oui euh un stylo à encre ?
776;"
oui

";est-ce que vous feriez un brouillon ?
777;"
et vous feriez 
";attention aux fautes d'orthographe ? 
778;"
attention aux fautes d'orthographe ? 
orthographe bien sûr 
";stylo à encre ?
779;"
oui

";et papier ?
780;"
oui

";ah vous arrive-t-il quelquefois d'utiliser du papier à carreaux ?
781;"
bon
";alors y a-t-il des choses qui vous agacent dans la façon de parler de votre mari ?
782;"

non

";vous arrive-t-il de le reprendre quand il parle ? 
783;"
non

";dans la façon dont vous vous parlez vous ?
784;"

je crois pas il m'a jamais rien dit
";est-ce qu'il lui arrive de vous revoi- de vous reprendre ?
785;"
non

est-ce qu'il lui arrive de vous revoi- de vous reprendre ?

euh
";alors qui reprend l'autre le plus souvent ? 
786;"
non

est-ce qu'il lui arrive de vous revoi- de vous reprendre ?

euh
";y a-t-il des choses qui vous agacent dans la façon de parler de vos enfants ?
787;"

ah oui

";quoi exactement ? 
788;"
euh 


celui qui a quinze ans

euh

enfin vous me direz que c'est un garçon qui est en pleine en plein âge ingrat mais alors euh

aussi bien le ton

que que la façon de parler avec des mots d'argot 

";oui et est-ce qu'il vous arrive de les reprendre ?
789;"
ah oui

";qui les reprend le plus souvent le ? 
790;"
ah c'est moi 
";est-ce qu'il y a des mots que vous interdisez de prononcer à vos enfants ?
791;"

bien oui les les les gros mots pas très bien

";s'ils les prononcent ? 
792;"
oui

";est-ce que vos parents faisaient attention à la façon dont vous parliez ?
793;"
je crois pas oh oui si si si ils ne voulaient pas qu'on si si si 
";qui est-ce qui vous reprenait le plus souvent votre père ou votre mère ou une autre personne ?
794;"

hum je crois bien les deux je m'en rappelle pas spécialement

ma maman peut-être oui

";oui pour quel genre de choses ?
795;"

ben surtout une question de 
je vous dis de mots à dire ou ne pas dire
";est-ce que votre mère prenait des sanctions quelquefois ? 
796;"
ah oui

";ou institutrice ?
797;"

peut-être plus que de s'exprimer euh

à mon avis enfin c'est quelques souvenirs que j'ai
";est-ce qu'il prenait est-ce qu'elle prenait des sanctions quelquefois ? 
798;"
bon

alors
on est arrivé à la fin de ce questionnaire mais je me demande si vous aimeriez
euh répondre à quelques questions
encore surtout euh sur l'enseignement parce que je vois que vous vous intéressez beaucoup à ce genre de choses 

";quelle est la différence ou quelles sont les différences entre les lycées les CEG et les CES ?
799;"
est-ce que vous pourriez euh m'expliquer

euh en vous rappelant que je suis anglaise 
quelle est la différence ou quelles sont les différences entre les lycées les CEG et les CES ?
";alors vous voulez que je vous explique la différence ?
800;"
alors ils font beaucoup plus de français étant donné qu'il y a pas de latin ils font énormément de de classes de français 
alors ça ce sont les CES qui qui vont jusque sixième cinquième quatrième troisième

et alors à la fin de votre CES euh vous passez le BEPC

qui est un diplôme vers quinze seize ans quoi quinze ans pratiquement
et ensuite alors les élèves vont en seconde enfin 
il y a le lycée qui commence en seconde première termi- et terminale 
euh avec des branches très diversifiées pour les littéraires ce sont toutes les branches A il y a je ne sais combien d'options enfin c'est un peu affolant 
euh les scientifiques qui vont en C ou en B qui font donc carrière médicale et carrière euh de mathématiques 
et puis une section qui est nouvelle depuis quelques années c'est les sections économiques

ce sont les bac B 

et alors il y a également des lycées techniques alors qui commencent également en seconde et qui préparent euh à des baccalauréats de techniciens alors de techniciens économiques ou de techniciens euh électro- euh mécaniques 
et cetera 
alors avant ce n'était pas des baccalauréats que ces élèves là passaient ils passaient des brevets et maintenant c'est un niveau de baccalauréat au point de vue enseignement général c'est le même

peut-être d'une enseigné d'une autre manière mais c'est le même si bien

";alors est-ce que l'enseignement a beaucoup changé depuis que vous étiez à l'école ?
801;"
ah oui beaucoup 

";oui comment surtout ?
802;"
oui oui
oui

";comment est-ce qu'on fait le choix entre l'école publique et l'école libre ?
803;"
euh moi étant d'Orléans oui les miens sont allés à l'école libre parce que j'avais toujours été dans cette école-là et je m'y étais beaucoup plue

euh

je crois que maintenant de plus en plus les familles mettent leurs enfants au lycée parce que c'est gratuit 

euh évidemment les écoles privées maintenant ont un nouveau statut qui permet qu'ils ont des contrats avec l'Etat et ça revient quand même beaucoup moins cher autrement elles n'auraient pas pu continuer à vivre

";oui il y a pas de raison religieuse ?
804;"
oui

";qu'est-ce qui vous ferait accepter vous personnellement d'envoyer vos enfants dans une école publique ? 
805;"
ah oui

oui

";des écoles ?
806;"

ben je pense que euh les élèves euh 
 enfin ça dépend de quelle classe s'ils sont trop petits non enfin dans les lycées c'est à partir de la seconde 
je pense qu'ils peuvent avoir une place à prendre là
";ah oui à quel point de vue ?
807;"
parce que même je vois enfin dans leurs écoles il y a pas les élèves n'ont pas de participation dans les conseils d'administration 
mais il y a des délégués de classe des des conseils de classe élus donc il des délégués de classe 
ben est-ce ils sont encore absolument pas formés pour ce genre de choses les élèves jusqu'à maintenant voient plutôt ça dans un sens de de revendications voyez
quand euh un professeur vous plaît pas quand il fait mal la classe enfin quand on trouve quand on trouve enfin alors c'est davantage euh des récriminations qu'ils font
je crois que les élèves sont pas formés à 

à prendre une part euh active
";ils pourraient être formés vous pensez à cet âge-là ? 
808;"



";depuis combien de temps habitez-vous Orléans ?
809;"
depuis sept ans 

";et quest-ce qui vous a amenée à vivre à Orléans madame ?
810;"
c'est la situation de mon mari

";hm et qu'est-ce qu'il fait ? 
811;"
mon mari est secrétaire commercial dans une fabrique de confection 

";vous vous plaisez à Orléans ?
812;"
parce que c'est la grosse ville euh je préfère les petites villes

où il y a moins de monde où nous sommes plus tranquilles c'est l'avantage de la campagne
";et est-ce que vous comptez rester à Orléans ?
813;"
je ne l'espère pas

";et pourquoi encore?
814;"
on a fait des travaux là euh
";hm il y a toujours du travail n'est-ce pas ?
815;"
on a fait des travaux là euh
"; vous restez toujours à la maison ?
816;"
non je travaille 
";vous travaillez qu'est-ce que vous faites comme travail ?
817;"
je suis employée de banque 

";c'est quoi au juste ce que vous faites au en ?
818;"
ah

";est-ce que vous voulez bien me décrire une journée de travail ?
819;"
est-ce que vous voulez bien me décrire une journée de travail ?
";ma journée au travail ?
820;"
de huit heures et demie à midi
j'ai une interruption de midi à deux heures et le soir jusqu'à sept heures
";et vous rentrez ici à la maison ?
821;"
hm hm

";et qu'est-ce qui compte le plus pour vous dans votre travail ?
822;"
je crois que c'est énorme

c'est pour ça d'ailleurs que j'ai continué à travailler
quand j'ai eu les enfants

et ça c'est c'est-à-dire une situation assurée et être sûre d'avoir quelque chose euh si vous avez un coup dur euh
";et est-ce qu'il y a quelque chose qui vous déplait dans votre travail ?
823;"
ah oui

";qu'est-ce que vous aimeriez faire ?
824;"
il est un peu tard pour y penser 
 étant donné que maintenant j'ai dix-huit ans de carrière mais 

ça j'aurais voulu être un homme

";et pourquoi madame ?
825;"
la marine m'aurait beaucoup plu
";la marine ?
826;"
il faut penser à l'avenir des enfants euh 
l'éducation l'école coûte cher
la nourriture enfin tout coûte très cher et je crois que c'est pour ça qu'en France la femme travaille 
";et vous n'êtes pas contre alors ?
827;"
hm hm
et vous n'êtes pas contre alors ?
";contre le travail de la femme ?
828;"
hm hm
c'est ce qu'on trouve 

";et qu'est-ce que vous faites de votre temps libre ?
829;"
tous les dimanches
"; et et de vos soirées qu'est-ce que vous faites ?
830;"
les soirées oui je repasse enfin j'ai tous mes travaux ménagers préparer le déjeuner du lendemain s'occuper des affaires des enfants euh surveiller les devoirs

il y a quantité de choses 
";et le jour finit à quelle heure alors ?
831;"
souvent le lendemain 
";et comment avez-vous passé dimanche dernier ?
832;"
hm hm

";euh vous dire le dimanche d'avant ? bon les deux enfants étaient partis en colonie de vacances je les ai conduits à la gare
833;"
l'évasion

";et que ferez-vous pendant les vacances d'été ? 
